furniture,type,url,rate,delivery,sale,price
Bean Bag Standard from Flamingo,Flamingo,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-blue-23416541.html,3.5,52.44,0%,670.0
Modern chair for different places ,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-one-modern-chair-brown-22856405.html,5,52.44,60%,3800.0
Foam Office Chair ,Sarcomisr,https://www.jumia.com.eg//ar/sarcomisr-office-chair-reddish-brown-16629639.html,4.5,52.44,0%,1850.0
library,minihomz,https://www.jumia.com.eg//ar/generic-bookcase-white-minihomz-34600665.html,0,52.44,9%,1420.0
Arikaty 3 × 1 Sofa - Dark Red,Arikaty       Sofa   Dark Red,https://www.jumia.com.eg//ar/arikaty-3-1-sofa-dark-red-22748498.html,0,172.14,33%,2999.0
Bed side table with storage shelf ,Modern Home,https://www.jumia.com.eg//ar/generic-bedside-table-side-table-with-drawer-white-4040-cm-310-37863221.html,0,172.14,66%,2500.0
Home  Studying Desk - 90x80x40 -  White & Black,Home  Studying Desk     x  x      White   Black,https://www.jumia.com.eg//ar/generic-home-studying-desk-90x80x40-white-black-37494581.html,0,172.14,52%,1950.0
Habitat (Comfort) ,Habitat,https://www.jumia.com.eg//ar/habitat-comfort-pocket-spring-mattress-160x200-height-29cm-33841968.html,0,172.14,0%,6522.0
Beige Classic Sofa Bed ,Modern Home,https://www.jumia.com.eg//ar/big-classic-sofa-bed-from-big-dark-gray-22451666.html,5,172.14,30%,4000.0
European mattress size height,Modern Home,https://www.jumia.com.eg//ar/generic-european-mattress-width-120-length-195-high-32-34221988.html,0,172.14,36%,3899.0
Modern Home Modern Table -  80*45*30cm - Light Brown,Modern Home Modern Table            cm   Light Brown,https://www.jumia.com.eg//ar/modern-home-modern-table-804530cm-light-brown-7204534.html,4.6,172.14,28%,900.0
"Fantasia Hotel spring mattress, German design",Fantazzia,https://www.jumia.com.eg//ar/fantazzia-hotel-spring-mattress-german-design-39254114.html,0,172.14,0%,
Counter table wood counter,Modern Home,https://www.jumia.com.eg//ar/generic-countertop-wood-table-26220624.html,3,52.44,52%,2000.0
cm TV table,Modern Home,https://www.jumia.com.eg//ar/generic-tv-table-1603045-cm-38484440.html,0,52.44,60%,3000.0
European mattress size height,Modern Home,https://www.jumia.com.eg//ar/generic-european-mattress-width-100-length-195-high-32-34221984.html,0,172.14,19%,2700.0
Penguin bean bag chair,Penguin Group,https://www.jumia.com.eg//ar/penguin-group-chair-bean-bag-waterproof-95-80-grey-22982628.html,0,52.44,12%,740.0
Ht-310 Office Chair - Black,Ht     Office Chair   Black,https://www.jumia.com.eg//ar/ht-310-office-chair-black-generic-mpg715012.html,4.1,52.44,20%,399.0
Modern Home Modern Library With Matching Shelves _Black_W10,Modern Home Modern Library With Matching Shelves  Black W,https://www.jumia.com.eg//ar/modern-home-modern-library-with-matching-shelves-blackw10-21310277.html,3.2,52.44,21%,1450.0
Beige classic corner bed ,Modern Home,https://www.jumia.com.eg//ar/big-classic-corner-bed-gray-22432117.html,3,172.14,18%,5500.0
Office Chair Casters (Set of) Inch Chair Casters with Universal Standard Size mm Stem Diameter and mm Stem Length (. inch x . inch),Modern Home,https://www.jumia.com.eg//ar/generic-office-chair-casters-set-of-5-chair-casters-with-universal-standard-39837177.html,0,52.44,47%,450.0
Beige Super Corner Bed ,Modern Home,https://www.jumia.com.eg//ar/big-super-corner-bed-navy-22454257.html,5,172.14,10%,5900.0
Rango سرير- 100×190 -جنزاري,Rango,https://www.jumia.com.eg//ar/rango-bed-100-x-190-x-45-cm-teal-18363213.html,3,172.14,13%,4000.0
Modern Leather Bar Chair ,Modern Home,https://www.jumia.com.eg//ar/modern-leather-bar-chair-red-generic-mpg747285.html,3.9,52.44,25%,1900.0
Wood table with foldable legs,Modern Home,https://www.jumia.com.eg//ar/generic-wooden-table-with-foldable-legs-26147644.html,1,52.44,25%,1600.0
Sola Golden Console With Modern Marble Stainless Steel,Sola Golden Console With Modern Marble Stainless Steel,https://www.jumia.com.eg//ar/sola-golden-console-with-modern-marble-stainless-steel-27681765.html,0,172.14,7%,8500.0
Sarcomisr Desk Chair - 54.1 x 50 x 55cm,Sarcomisr Desk Chair        x    x   cm,https://www.jumia.com.eg//ar/sarcomisr-waiting-desk-chair-54.1-x-50-x-55cm-16652357.html,4.4,52.44,0%,550.0
Large waterproof bean bag,Homztown,https://www.jumia.com.eg//ar/homztown-large-waterproof-beanbag-23447223.html,0,52.44,36%,950.0
مكتب قابل للطي على الحائط 90 × 50 سم أبيض,Modern Home,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-90-x-50-cm-white-30685428.html,0,52.44,20%,650.0
Large waterproof bean bag,Homztown,https://www.jumia.com.eg//ar/homztown-large-waterproof-beanbag-23447220.html,0,52.44,36%,950.0
Entrance table ,Modern Home,https://www.jumia.com.eg//ar/generic-modern-table-80x-45-x-40cm-33829539.html,0,172.14,52%,2500.0
Rollaway bed,Modern Home,https://www.jumia.com.eg//ar/generic-fold-able-bed-8019040-23577285.html,3.4,172.14,20%,2700.0
Wall Mounted TV Unit with Cabinet TV Stand Unit with Shelves for Living Room (Brown with White),Gad Woods,https://www.jumia.com.eg//ar/gad-woods-tv-unit-with-2-wall-shelf-for-living-room-brownwhite-39620304.html,0,52.44,68%,1400.0
Side table with legs of beech wood from Momentum,Modern Home,https://www.jumia.com.eg//ar/generic-momentum-modern-side-table-39251459.html,0,172.14,0%,425.0
90*40*75 -  مكتب منزلي للدراسه - ابيض,Modern Home,https://www.jumia.com.eg//ar/generic-home-studying-office-90x40x75-white-37494524.html,0,172.14,68%,2950.0
TV table ,Modern Home,https://www.jumia.com.eg//ar/gr101-modern-coffee-table-8060-cm-brown-modern-home-mpg891831.html,3.5,172.14,57%,1500.0
Foldable wood table and table,Modern Home,https://www.jumia.com.eg//ar/wooden-foldabletable-generic-mpg881750.html,0,52.44,42%,950.0
"King bean bag, burgundy leather",Homztown,https://www.jumia.com.eg//ar/homztown-king-beanbag-leather-burgundy-23551134.html,4.5,52.44,32%,1990.0
cm desk without drawers,Artistico,https://www.jumia.com.eg//ar/artistico-office-desk-100cm-17952259.html,4.7,52.44,27%,2200.0
Square legs foldable table cm,SunBoat Commerce,https://www.jumia.com.eg//ar/sunboat-commerce-86-cm-square-folding-legs-table-17451079.html,0,52.44,20%,5750.0
Bean Togo Standard Bean Bag Waterproof ,Bean GO,https://www.jumia.com.eg//ar/standard-pvc-beanbag-by-bean2go-grey-bean2go-mpg893055.html,4.5,52.44,0%,850.0
Large Flamingo Bean Bag,Flamingo,https://www.jumia.com.eg//ar/flamingo-large-waterproof-bean-bag-by-flamingo-blue-23416534.html,0,52.44,0%,820.0
"A unit for books, decorations, and accessories with multiple shelves ",Modern Home,https://www.jumia.com.eg//ar/unit-for-booksdecorations-and-accessories-with-multiple-shelves-white-modern-home-mpg842307.html,4.4,52.44,10%,1000.0
Entrance table ,Modern Home,https://www.jumia.com.eg//ar/generic-modern-table-100-x-45-x-50-cm-33830144.html,0,172.14,44%,2500.0
Arikaty Bed Sofa - Coffe Latte,Arikaty Bed Sofa   Coffe Latte,https://www.jumia.com.eg//ar/arikaty-bed-sofa-coffe-latte-27302006.html,0,172.14,28%,4999.0
"A unit for books, decorations and accessories with multiple shelves ",General,https://www.jumia.com.eg//ar/general-r102-modern-decor-shelves-white-9-pcs-38828257.html,0,52.44,64%,550.0
King bean bag brown leather,Homztown,https://www.jumia.com.eg//ar/homztown-king-beanbag-leather-brown-23551132.html,4,52.44,32%,1990.0
Medical back pillow for spine pain and lower back pain,Modern Home,https://www.jumia.com.eg//ar/ht-medical-back-pillow-for-spine-and-lower-back-pain-27159822.html,0,52.44,10%,445.0
Plastic chair and flap ,Modern Home,https://www.jumia.com.eg//ar/generic-plastic-chair-and-taqqa-brown-2-pieces-26465983.html,5,52.44,23%,180.0
Contemporary table ,Modern Home,https://www.jumia.com.eg//ar/modern-home-modern-table-804530cm-black-7204533.html,4.3,172.14,28%,900.0
Beech wood bar stool,Modern Home,https://www.jumia.com.eg//ar/generic-bar-wooden-chair-28071028.html,0,52.44,0%,
Seat Stool Bedroom Decorative Dices Stool Black,Seat Stool Bedroom Decorative Dices Stool Black,https://www.jumia.com.eg//ar/generic-seat-stool-bedroom-decorative-dices-stool-black-37301988.html,0,1236.07,50%,6398.0
Winner Plast Light Portable Table - White,Winner Plast Light Portable Table   White,https://www.jumia.com.eg//ar/winner-plast-light-portable-table-white-27169405.html,4.7,10.83,18%,220.0
Metal chair ,Modern Home,https://www.jumia.com.eg//ar/jent-metal-leather-fixed-chair-22664499.html,3.7,52.44,9%,450.0
library,Minihomz       minihomz,https://www.jumia.com.eg//ar/minihomz-bookcase-white-minihomz-34706785.html,5,52.44,12%,1700.0
Sofa bed ,Rango,https://www.jumia.com.eg//ar/rango-bed-sofa-teal-22760018.html,4.1,172.14,18%,4000.0
Super beige sofa bed ,Modern Home,https://www.jumia.com.eg//ar/big-super-sofa-bed-brown-22454262.html,1,172.14,17%,3500.0
Bed 180 cm Haven,At Home,https://www.jumia.com.eg//ar/at-home-bed-180-cm-haven-30629279.html,0,172.14,0%,4500.0
Corner bed ,Arikaty,https://www.jumia.com.eg//ar/arikaty-sectional-sofa-190x260-cm-brown-22716052.html,5,172.14,17%,5999.0
Corner bed Rich from Beige ,Modern Home,https://www.jumia.com.eg//ar/rich-corner-bed-from-big-beige-big-mpg878786.html,0,172.14,5%,5500.0
Primo sofa bed from beige ,Modern Home,https://www.jumia.com.eg//ar/big-brimo-sofa-bed-from-big-beigebrouwn-22441036.html,0,172.14,13%,4500.0
Bean Togo Grand Canvas Bean Bag ,Bean GO,https://www.jumia.com.eg//ar/bean2go-grand-fabric-beanbag-by-bean2go-turquoise-23513422.html,0,52.44,0%,1200.0
Beige classic corner bed ,Modern Home,https://www.jumia.com.eg//ar/big-classic-corner-bed-from-big-navy-22451662.html,4.5,172.14,20%,5500.0
"Mora mattress, ten years guarantee, size is high",Modern Home,https://www.jumia.com.eg//ar/generic-mattress-width-160-length-195-high-30-24333668.html,0,172.14,18%,4599.0
Wall Mounted TV Unit and Cabinet CM (Brown),Modern Home,https://www.jumia.com.eg//ar/modern-home-wall-mounted-tv-unit-and-cabinet-110-cm-brown-38067326.html,0,52.44,41%,850.0
OR Cat Diamond Painting 5D DIY Embroidery Rhinestone Cross Stitch Arts Craft colorful,OR Cat Diamond Painting  D DIY Embroidery Rhinestone Cross Stitch Arts Craft colorful,https://www.jumia.com.eg//ar/generic-or-cat-diamond-painting-5d-diy-embroidery-rhinestone-cross-stitch-arts-craft-colorful-16397761.html,0,99.06,68%,392.0
Kitchen ladder chair,Modern Home,https://www.jumia.com.eg//ar/generic-wooden-folded-chairladder-28072113.html,0,52.44,40%,999.0
Homztown Large Beanbag Sabia Brown,Homztown Large Beanbag Sabia Brown,https://www.jumia.com.eg//ar/homztown-large-beanbag-sabia-brown-23110187.html,0,52.44,44%,1050.0
Bedside table with storage shelf ,Modern Home,https://www.jumia.com.eg//ar/bedside-table-side-table-with-storage-black-404043-generic-mpg816828.html,3.8,172.14,38%,800.0
"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120120195-cm-33889272.html,0,172.14,14%,3500.0
Super Bed Corner ,Rango,https://www.jumia.com.eg//ar/rango-corner-bed-2.80180-cm-dark-blue-20171132.html,5,172.14,7%,7500.0
"Storage unit for books, decorations and accessories ",Modern Home                                                    W,https://www.jumia.com.eg//ar/modern-home-book-storage-unit-decorations-and-accessories-white-w5-21236006.html,4,52.44,17%,1500.0
Modern home office design,Modern Home,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-39699064.html,0,52.44,0%,700.0
European mattress size height,Modern Home,https://www.jumia.com.eg//ar/generic-european-mattress-width-150-length-195-high-32-34221994.html,0,172.14,4%,2700.0
General Home Studying Desk - 90x75x40 -  White*grey,General Home Studying Desk     x  x      White grey,https://www.jumia.com.eg//ar/general-home-studying-desk-90x75x40-whiteoak-38651140.html,0,172.14,19%,1050.0
Modern desk with side shelves ,Modern Home,https://www.jumia.com.eg//ar/modern-home-modern-office-with-side-shelves-white-red-14060-cm-21170315.html,3.8,52.44,15%,1650.0
Plastic chair and flap ,Modern Home,https://www.jumia.com.eg//ar/generic-plastic-chair-and-taqqa-brown-3-pieces-26466007.html,0,52.44,20%,250.0
"Supplied bed mattress, Super Belly Top, cm high",Family Bed,https://www.jumia.com.eg//ar/family-bed-super-belly-top-connecting-spring-bed-mattress-28-cm-height-30903129.html,0,172.14,0%,
Bean Bag Standard from Flamingo,Flamingo,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-grey-23416543.html,0,52.44,11%,670.0
"A bed mattress with springs attached to a ""medical"" mattress, cm high",Family Bed,https://www.jumia.com.eg//ar/family-bed-connecting-spring-bed-mattress-dr.-mattress-medical-height-25-cm-30916427.html,0,172.14,0%,
Beige Super Sofa Bed ,Modern Home,https://www.jumia.com.eg//ar/big-super-sofa-bed-dark-gray-22454264.html,0,172.14,17%,3500.0
library,Minihomz       minihomz,https://www.jumia.com.eg//ar/minihomz-bookcase-white-minihomz-34707045.html,0,52.44,15%,2290.0
"Fantasia Rebound compressed sponge mattress, German design",Fantazzia,https://www.jumia.com.eg//ar/fantazzia-rebound-compressed-sponge-mattress-german-design-39495176.html,0,172.14,0%,
office chair,Sarcomisr,https://www.jumia.com.eg//ar/sarcomisr-manger-office-chair-black-769043.html,3.6,52.44,24%,7200.0
Bean Bag Standard from Flamingo,Flamingo,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-green-23416545.html,0,52.44,11%,670.0
"Mora medical mattress, ten years guarantee. The size is high",Modern Home,https://www.jumia.com.eg//ar/generic-medical-mattress-width-120-length-195-high-20-28210266.html,0,172.14,17%,3500.0
Natural wood chair with armrests,Modern Home,https://www.jumia.com.eg//ar/wooden-foldable-chair-with-arms-78cm-generic-mpg849740.html,3.8,52.44,37%,750.0
Ramadan drum disassembly and installation,Modern Home,https://www.jumia.com.eg//ar/ramadan-mobile-table-generic-mpg876602.html,0,172.14,33%,389.0
Modern Home Office Desk - 100*40 - White/Red,Modern Home Office Desk            White Red,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-10040-whitered-38454550.html,0,52.44,53%,2000.0
Multi-use Baby Table - Green,Multi use Baby Table   Green,https://www.jumia.com.eg//ar/multi-use-baby-table-green-generic-mpg747294.html,4.6,52.44,52%,199.0
Captonian cm bed,In Home,https://www.jumia.com.eg//ar/bed-160-cm-capton-beige-in-home-mpg871831.html,4.2,172.14,0%,3500.0
cm TV table,Modern Home,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38828128.html,0,172.14,70%,3000.0
European ranking price for value,Modern Home,https://www.jumia.com.eg//ar/generic-european-mattress-high-quality-34221980.html,0,172.14,30%,
Wooden bath chair,Modern Home,https://www.jumia.com.eg//ar/bathroom-wood-chair-generic-mpg781787.html,4.9,52.44,15%,350.0
"Mora mattress, ten years guarantee, size is high",Modern Home,https://www.jumia.com.eg//ar/generic-mattress-width-120-length-195-high-30-24333667.html,4,172.14,27%,3500.0
Folding desk ,Modern Home,https://www.jumia.com.eg//ar/generic-foldable-office-desk-13055-cm-32140860.html,3,52.44,0%,3200.0
Modern TV and coffee table ,Modern Home,https://www.jumia.com.eg//ar/modern-home-modern-tv-and-coffee-table-120-cm-white-19872544.html,4.3,172.14,53%,2000.0
General Modern Library With Matching Shelves _White_W10,General Modern Library With Matching Shelves  White W,https://www.jumia.com.eg//ar/general-modern-library-with-matching-shelves-whitew10-30924848.html,0,52.44,31%,1800.0
Folding table cm ,SunBoat Commerce,https://www.jumia.com.eg//ar/sunboat-commerce-square-folding-table-88-cm-22566962.html,0,172.14,25%,5900.0
"Wood color chair, open and close, cm high",TheWoodenArt,https://www.jumia.com.eg//ar/thewoodenart-wooden-foldable-chair-85-cm-24755677.html,3,52.44,34%,600.0
General Home Studying Desk - 100x75x40 -  White*wood,General Home Studying Desk      x  x      White wood,https://www.jumia.com.eg//ar/general-home-studying-desk-100x75x40-whitewood-38484276.html,0,172.14,54%,2050.0
Leather Bar Stool ,Modern Home,https://www.jumia.com.eg//ar/modern-leather-bar-chair-black-generic-mpg747284.html,3.7,52.44,46%,2500.0
Sofa bed ,Rango,https://www.jumia.com.eg//ar/rango-sofa-bed-120190-cm-grey-15276076.html,0,172.14,18%,4000.0
Portable Folding Garden Camping Chair Chair for Hunting Hiking Outdoor Travel....,Modern Home,https://www.jumia.com.eg//ar/portable-folding-garden-camping-stools-seat....-generic-mpg823117.html,4.4,52.44,21%,355.0
Laptop And PC  Desk - 80x75x40 -  White  -1057,Laptop And PC  Desk     x  x      White,https://www.jumia.com.eg//ar/generic-laptop-and-pc-desk-80x75x40-white-1057-37494523.html,0,172.14,63%,2550.0
Retractable camping chair..,Modern Home,https://www.jumia.com.eg//ar/portable-retractable-stool..-generic-mpg823122.html,4.2,52.44,0%,299.0
Beige Super Sofa Bed ,Modern Home,https://www.jumia.com.eg//ar/big-super-sofa-bed-dark-gray-22454265.html,0,172.14,17%,3500.0
Relax bean bag waterproof ,Penguin Group,https://www.jumia.com.eg//ar/penguin-group-relax-bean-bag-waterproof-10470-deep-red-22976283.html,5,52.44,13%,1610.0
Modern coffee table ,Modern Home,https://www.jumia.com.eg//ar/modern-home-modern-coffee-table-606020-cm-white-15961415.html,4.4,172.14,11%,450.0
Multi,Modern Home,https://www.jumia.com.eg//ar/generic-multi-use-laptop-table-moving-removal-and-installation-664830-cm-beige-38828126.html,0,172.14,0%,399.0
